"url","dob","pob","birth_info","city"
"https://fr.wikipedia.org//w/index.php?title=Jacques_Gommes&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Augustin_Hourdebaight&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Marcel_Legrain",1890-06-14,"Paris (France)	","Naissance	14 juin 1890
à Paris (France)	","Paris"
"https://fr.wikipedia.org//w/index.php?title=Claude_Martin(rugby_%C3%A0_XV)&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Francis_Mouronval",1881-06-04,"Avesnes-sur-Helpe (France)	","Naissance	4 juin 1881
à Avesnes-sur-Helpe (France)	","Avesnes-sur-Helpe"
"https://fr.wikipedia.org//wiki/Joe_Anduran",1882-05-24,"Bayonne (France)	","Naissance	24 mai 1882
à Bayonne (France)	","Bayonne"
"https://fr.wikipedia.org//wiki/Ren%C3%A9_Boudreaux",1880-11-27,"Paris 6e (France)	","Naissance	27 novembre 1880
à Paris 6e (France)	","Paris"
"https://fr.wikipedia.org//wiki/Maurice_Bruneau",1883-12-01,"Bordeaux (France)	","Naissance	1er décembre 1883
à Bordeaux (France)	","Bordeaux"
"https://fr.wikipedia.org//w/index.php?title=R%C3%A9mi_Laffitte&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Ren%C3%A9_Menrath&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=M._Th%C3%A9venot&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Jules_Cadenat",1885-09-18,"Béziers (France)	","Naissance	18 septembre 1885
à Béziers (France)	","Béziers"
"https://fr.wikipedia.org//w/index.php?title=Julien_Combe&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Jacques_Dedet&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Guillaume_Laterrade",1889-05-19,"Naissance	
19 mai 1889","Naissance	
19 mai 1889",NA
"https://fr.wikipedia.org//wiki/Joseph_Jourdain_de_Muizon",1890-12-29,"Versailles","Naissance	
29 décembre 1890
Versailles","Versailles"
"https://fr.wikipedia.org//w/index.php?title=Fernand_Roujas&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Joseph_Bavozet",1887-05-26,"Lyon 2e (France)	","Naissance	26 mai 1887
à Lyon 2e (France)	","Lyon"
"https://fr.wikipedia.org//w/index.php?title=Paul_Decamps&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Pierre_Failliot",1889-02-25,NA,"Naissance	25 février 1889	",NA
"https://fr.wikipedia.org//wiki/Fernand_Forgues",1884-11-30,"Pau (France)	","Naissance	30 novembre 1884
à Pau (France)	","Pau"
"https://fr.wikipedia.org//wiki/Andr%C3%A9_Francquenelle",1889-08-15,"Rochefort-sur-Mer (France)	","Naissance	15 août 1889
à Rochefort-sur-Mer (France)	","Rochefort-sur-Mer"
"https://fr.wikipedia.org//wiki/Pierre_Mounicq",1887-02-09,"Luz-Saint-Sauveur (France)	","Naissance	9 février 1887
à Luz-Saint-Sauveur (France)	","Luz-Saint-Sauveur"
"https://fr.wikipedia.org//w/index.php?title=Georges_Peyroutou&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Gilbert_Charpentier&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Fran%C3%A7ois_Dutour&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Ren%C3%A9_Duffour&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Charles_du_Souich",1890-05-07,"Tours (France)	","Naissance	7 mai 1890
à Tours (France)	","Tours"
"https://fr.wikipedia.org//wiki/Robert_Monier",1885-02-20,NA,"Naissance	20 février 1885	",NA
"https://fr.wikipedia.org//wiki/Raoul_Paoli",1887-11-24,"Courtalain	","Naissance	24 novembre 1887
Courtalain	","Courtalain"
"https://fr.wikipedia.org//wiki/Maurice_Boyau",1888-05-08,"Si Mustapha (Algérie)","Naissance	8 mai 1888
Mustapha (Algérie française)	","Si Mustapha"
"https://fr.wikipedia.org//wiki/Jean_Jacques_Conilh_de_Beyssac",1890-06-12,"Caudéran (France)	","Naissance	12 juin 1890
à Caudéran (France)	","Caudéran"
"https://fr.wikipedia.org//wiki/Jean_Domercq",1886-12-20,"Orthez (France)	","Naissance	20 décembre 1886
à Orthez (France)	","Orthez"
"https://fr.wikipedia.org//wiki/Julien_Dufau_(rugby_%C3%A0_XV)",1888-02-18,"Biarritz (France)	","Naissance	18 février 1888
à Biarritz (France)	","Biarritz"
"https://fr.wikipedia.org//w/index.php?title=Daniel_Ihingoue&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Jean_Larribau",1889-03-02,"Anglet (France)	","Naissance	2 mars 1889
à Anglet (France)	","Anglet"
"https://fr.wikipedia.org//w/index.php?title=%C3%89douard_Vallot_(rugby)&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Jacques_Forestier",1890-07-27,"Aix-les-Bains","Naissance	
27 juillet 1890
Aix-les-Bains","Aix-les-Bains"
"https://fr.wikipedia.org//wiki/Marcel_Monniot",1885-03-17,"Paris (France)	","Naissance	17 mars 1885
à Paris (France)	","Paris"
"https://fr.wikipedia.org//w/index.php?title=Jean-Ren%C3%A9_Pascarel&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Jean_Sentilles&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/H%C3%A9lier_Thil",1881-02-10,"Pau (France)	","Naissance	10 février 1881
à Pau (France)	","Pau"
"https://fr.wikipedia.org//w/index.php?title=Maurice_Hedembaigt&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Pierre_Jaur%C3%A9guy&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Jean_S%C3%A9b%C3%A9dio",1890-12-12,"Saint-Jean-de-Luz (France)	","Naissance	12 décembre 1890
à Saint-Jean-de-Luz (France)	","Saint-Jean-de-Luz"
"https://fr.wikipedia.org//wiki/Georges_Andr%C3%A9",1889-08-13,NA,"Naissance	13 août 1889	",NA
"https://fr.wikipedia.org//w/index.php?title=Albert_Chatau&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Marcel_Favre&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Clovis_Bioussa",1893-10-09,"Toulouse (France)	","Naissance	9 octobre 1893
à Toulouse (France)	","Toulouse"
"https://fr.wikipedia.org//w/index.php?title=Gustave_Podevin&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Jean_Semmartin",1892-04-30,"Ars en Ré (France)	","Naissance	30 avril 1892
à Ars en Ré (France)	","Ars en Ré"
"https://fr.wikipedia.org//wiki/Philippe_Struxiano",1891-03-11,"Toulouse (France)	","Naissance	11 mars 1891
à Toulouse (France)	","Toulouse"
"https://fr.wikipedia.org//wiki/Albert_Eutrope",1888-01-10,"Cayenne (Guyane)	","Naissance	10 janvier 1888
à Cayenne (Guyane)	","Cayenne"
"https://fr.wikipedia.org//w/index.php?title=Henri_Tavernier&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Jean-Marie_Arnal",1892-11-15,"8e arrondissement de Paris","Naissance	
15 novembre 1892
8e arrondissement de Paris","Paris"
"https://fr.wikipedia.org//w/index.php?title=Paul_Faure_(rugby_%C3%A0_XV)&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Robert_Lacoste_(rugby_%C3%A0_XV)&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/F%C3%A9lix_Lasserre",1895-10-09,"Bayonne (France)	","Naissance	9 octobre 1895
à Bayonne (France)	","Bayonne"
"https://fr.wikipedia.org//wiki/Rapha%C3%ABl_Lavaud",1888-01-18,"Bordeaux (France)	","Naissance	18 janvier 1888
à Bordeaux (France)	","Bordeaux"
"https://fr.wikipedia.org//wiki/Marcel-Frederic_Lubin-Lebrere",1891-07-21,"Agen","Naissance	
21 juillet 1891
Agen","Agen"
"https://fr.wikipedia.org//wiki/Gilbert_Pierrot",1889-02-03,"Bizanos","Naissance	
3 février 1889
Bizanos","Bizanos"
"https://fr.wikipedia.org//w/index.php?title=Fran%C3%A7ois_Poeydebasque&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Lucien_Besset",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Robert_Desvouges&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Paulin_Bascou",1889-03-15,"Urrugne	","Naissance	15 mars 1889
à Urrugne	","Urrugne"
"https://fr.wikipedia.org//w/index.php?title=Jean-Louis_Capmau&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Emmanuel_Iguinitz&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Eug%C3%A8ne_Billac",1898-03-16,"Bayonne (France)	","Naissance	16 mars 1898
à Bayonne (France)	","Bayonne"
"https://fr.wikipedia.org//wiki/Aim%C3%A9_Cassayet-Armagnac",1893-04-09,"Mont-de-Marsan (France)	","Naissance	9 avril 1893
à Mont-de-Marsan (France)	","Mont-de-Marsan"
"https://fr.wikipedia.org//wiki/Andr%C3%A9_Chilo",1898-07-05,"Bordeaux","Naissance	
5 juillet 1898
Bordeaux","Bordeaux"
"https://fr.wikipedia.org//wiki/Ren%C3%A9_Crabos",1899-02-07,"Saint-Sever (France)	","Naissance	7 février 1899
à Saint-Sever (France)	","Saint-Sever"
"https://fr.wikipedia.org//wiki/Adolphe_Jaur%C3%A9guy",1898-02-18,"Ostabat (France)	","Naissance	18 février 1898
à Ostabat (France)	","Ostabat"
"https://fr.wikipedia.org//wiki/Joseph_Laurent",1823-01-31,"Bagnols-sur-Cèze","Naissance	
31 janvier 1823
Bagnols-sur-Cèze","Bagnols-sur-Cèze"
"https://fr.wikipedia.org//w/index.php?title=Robert_Marchand_(rugby_%C3%A0_XV)&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Pierre_Pons",1894-09-16,"Llupia (France)	","Naissance	16 septembre 1894
à Llupia (France)	","Llupia"
"https://fr.wikipedia.org//wiki/Louis_Puech_(rugby_%C3%A0_XV)",1894-12-04,"Gorses (France)	","Naissance	4 décembre 1894
à Gorses (France)	","Gorses"
"https://fr.wikipedia.org//wiki/Paul_Serre",1890-08-22,"Clairac (France)	","Naissance	22 août 1890
à Clairac (France)	","Clairac"
"https://fr.wikipedia.org//wiki/Robert_Thierry",1893-06-23,"Brienon-sur-Armançon (France)	","Naissance	23 juin 1893
à Brienon-sur-Armançon (France)	","Brienon-sur-Armançon"
"https://fr.wikipedia.org//wiki/Th%C3%A9ophile_Cambre",1894-03-24,"Bordeaux (France)	","Naissance	24 mars 1894
à Bordeaux (France)	","Bordeaux"
"https://fr.wikipedia.org//wiki/Abel_Guichemerre",1889-08-23,"Dax (France)	","Naissance	23 août 1889
à Dax (France)	","Dax"
"https://fr.wikipedia.org//wiki/Bernard_Lavigne_(1894-1926)",1894-03-27,"Lévignacq (France)	","Naissance	27 mars 1894
à Lévignacq (France)	","Lévignacq"
"https://fr.wikipedia.org//wiki/Eug%C3%A8ne_Souli%C3%A9",1898-01-30,"14e arrondissement de Paris","Naissance	
30 janvier 1898
14e arrondissement de Paris","Paris"
"https://fr.wikipedia.org//wiki/Maurice_Biraben",1892-05-20,"Dax (France)	","Naissance	20 mai 1892
à Dax (France)	","Dax"
"https://fr.wikipedia.org//w/index.php?title=Georges_Constant_(rugby_%C3%A0_XV)&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Fran%C3%A7ois_Borde",1899-12-08,NA,"Naissance	8 décembre 1899	",NA
"https://fr.wikipedia.org//wiki/William_Gayraud",1898-05-01,"Laroque-Timbaut (France)	","Naissance	1er mai 1898
à Laroque-Timbaut (France)	","Laroque-Timbaut"
"https://fr.wikipedia.org//wiki/Raoul_Got",1900-02-11,"Perpignan (France)	","Naissance	11 février 1900
à Perpignan (France)	","Perpignan"
"https://fr.wikipedia.org//wiki/Jean_Larrieu",1895-06-02,"Toulouse (France)	","Naissance	2 juin 1895
à Toulouse (France)	","Toulouse"
"https://fr.wikipedia.org//wiki/Pierre_Moureu",1895-08-24,"Naissance	
24 août 1895","Naissance	
24 août 1895",NA
"https://fr.wikipedia.org//wiki/Jean_Boub%C3%A9e",1900-10-11,"Biarritz","Naissance	
11 octobre 1900
Biarritz","Biarritz"
"https://fr.wikipedia.org//wiki/Jean_Cl%C3%A9ment_(rugby_%C3%A0_XV)",1899-09-25,"Tarbes (France)	","Naissance	25 septembre 1899
à Tarbes (France)	","Tarbes"
"https://fr.wikipedia.org//w/index.php?title=Gilbert_Coscolla&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Jean_Lobies&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Roger_Piteu",1899-05-14,"Pau (France)	","Naissance	14 mai 1899
à Pau (France)	","Pau"
"https://fr.wikipedia.org//wiki/Fernand_Vaquer",1889-06-22,"Latour-Bas-Elne (France)	","Naissance	22 juin 1889
à Latour-Bas-Elne (France)	","Latour-Bas-Elne"
"https://fr.wikipedia.org//wiki/Adolphe_Bousquet",1899-08-14,"Maraussan (France)	","Naissance	14 août 1899
à Maraussan (France)	","Maraussan"
"https://fr.wikipedia.org//w/index.php?title=Edmond_Cayrefourcq&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Charles-Anthoine_Gonnet",1897-11-03,"Laon (France)	","Naissance	3 novembre 1897
à Laon (France)	","Laon"
"https://fr.wikipedia.org//wiki/Jacques_Baquey",1895-11-25,"Saint-Médard-en-Jalles (France)	","Naissance	25 novembre 1895
à Saint-Médard-en-Jalles (France)	","Saint-Médard-en-Jalles"
"https://fr.wikipedia.org//wiki/Marcel_de_Laborderie",1899-01-11,"Buenos Aires (Argentine)","Naissance	
11 janvier 1899
Buenos Aires (Argentine)","Buenos Aires"
"https://fr.wikipedia.org//w/index.php?title=Maurice_Jeangrand&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Fran%C3%A7ois_Cahuc",1892-07-04,"Pamiers","Naissance	
4 juillet 1892
Pamiers","Pamiers"
"https://fr.wikipedia.org//wiki/Joseph_Pascot",1897-12-11,"Port-Vendres","Naissance	
11 décembre 1897
Port-Vendres","Port-Vendres"
"https://fr.wikipedia.org//wiki/Andr%C3%A9_Lafond",1902-07-31,"Boucau (France)	","Naissance	31 juillet 1902
à Boucau (France)	","Boucau"
"https://fr.wikipedia.org//wiki/Roger_Ramis",1902-03-29,"Perpignan (France)	","Naissance	29 mars 1902
à Perpignan (France)	","Perpignan"
"https://fr.wikipedia.org//wiki/Louis_B%C3%A9guet",1894-12-07,"Neuf-Mesnil","Naissance	
7 décembre 1894
Neuf-Mesnil","Neuf-Mesnil"
"https://fr.wikipedia.org//wiki/Jean_Bernon",1893-06-04,"Toulouse (France)	","Naissance	4 juin 1893
à Toulouse (France)	","Toulouse"
"https://fr.wikipedia.org//w/index.php?title=Albert_Etchepare&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=No%C3%ABl_Sicart&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Jean_Bayard",1897-10-23,"Toulouse (France)	","Naissance	23 octobre 1897
à Toulouse (France)	","Toulouse"
"https://fr.wikipedia.org//wiki/Cl%C3%A9ment_Dupont",1899-04-11,"Argelès-Gazost (France)	","Naissance	11 avril 1899
à Argelès-Gazost (France)	","Argelès-Gazost"
"https://fr.wikipedia.org//w/index.php?title=Max_Lalande&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Henri_B%C3%A9hot%C3%A9guy",1898-10-18,"Bayonne","Naissance	
18 octobre 1898
Bayonne","Bayonne"
"https://fr.wikipedia.org//wiki/Jean_Castets",1900-09-07,"Boucau","Naissance	
7 septembre 1900
Boucau","Boucau"
"https://fr.wikipedia.org//wiki/Jean_Etcheberry",1901-08-27,"Boucau (France)	","Naissance	27 août 1901
à Boucau (France)	","Boucau"
"https://fr.wikipedia.org//wiki/Charles_Lacazedieu",1901-03-04,"Dax (France)	","Naissance	4 mars 1901
à Dax (France)	","Dax"
"https://fr.wikipedia.org//wiki/Andr%C3%A9_B%C3%A9hot%C3%A9guy",1900-10-19,"Bayonne (France)	","Naissance	19 octobre 1900
à Bayonne (France)	","Bayonne"
"https://fr.wikipedia.org//wiki/Marcel_Loustau",1900-02-10,"Sarraziet	","Naissance	10 février 1900
à Sarraziet	","Sarraziet"
"https://fr.wikipedia.org//wiki/Christian_Magnanou",1903-01-15,"Périgueux","Naissance	
15 janvier 1903
Périgueux","Périgueux"
"https://fr.wikipedia.org//w/index.php?title=Ren%C3%A9_Salini%C3%A9&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Georges_Fargues",1894-07-09,"Dax (France)	","Naissance	9 juillet 1894
à Dax (France)	","Dax"
"https://fr.wikipedia.org//wiki/Edmond_Besset",1901-12-01,"Langeac","Naissance	
1er décembre 1901
Langeac","Langeac"
"https://fr.wikipedia.org//wiki/Louis_Cluchague",1902-08-20,"Lons (France)	","Naissance	20 août 1902
à Lons (France)	","Lons"
"https://fr.wikipedia.org//wiki/Henri_Galau",1897-07-18,"Villefranche-de-Conflent	","Naissance	18 juillet 1897
à Villefranche-de-Conflent	","Villefranche-de-Conflent"
"https://fr.wikipedia.org//wiki/Louis_Lepatey",1898-08-29,"Moussan (France)	","Naissance	29 août 1898
à Moussan (France)	","Moussan"
"https://fr.wikipedia.org//wiki/Etienne_Piquiral",1901-06-15,"Perpignan (France)	","Naissance	15 juin 1901
à Perpignan (France)	","Perpignan"
"https://fr.wikipedia.org//wiki/Marcel_Besson_(rugby_%C3%A0_XV)",1901-03-31,"Verrières (France)	","Naissance	31 mars 1901
à Verrières (France)	","Verrières"
"https://fr.wikipedia.org//wiki/Jean_Danion",1902-01-03,"Bordeaux","Naissance	
3 janvier 1902
Bordeaux","Bordeaux"
"https://fr.wikipedia.org//w/index.php?title=Laurent_Pardo_(senior)&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Eug%C3%A8ne_Rib%C3%A8re",1902-06-14,"Thuir","Naissance	
14 juin 1902
Thuir","Thuir"
"https://fr.wikipedia.org//wiki/Jacques_Ballarin",1902-04-11,"Buenos Aires (Argentine)","Naissance	
11 avril 1902
Argentine","Buenos Aires"
"https://fr.wikipedia.org//wiki/Fran%C3%A7ois_Clauzel",1900-03-19,"Coursan (France)	","Naissance	19 mars 1900
à Coursan (France)	","Coursan"
"https://fr.wikipedia.org//wiki/Alex_Bioussa",1901-03-17,"Toulouse","Naissance	
17 mars 1901
Toulouse","Toulouse"
"https://fr.wikipedia.org//wiki/%C3%89tienne_Bonnes",1894-09-16,"Argeliers	","Naissance	16 septembre 1894
à Argeliers	","Argeliers"
"https://fr.wikipedia.org//wiki/Albert_Dupouy",1901-02-21,"Carignan (France)	","Naissance	21 février 1901
à Carignan (France)	","Carignan"
"https://fr.wikipedia.org//wiki/Ren%C3%A9_Araou",1902-10-18,"Narbonne	","Naissance	18 octobre 1902
à Narbonne	","Narbonne"
"https://fr.wikipedia.org//wiki/Gilbert_G%C3%A9rint%C3%A8s",1902-08-16,"Saint-Étienne (France)	","Naissance	16 août 1902
à Saint-Étienne (France)	","Saint-Étienne"
"https://fr.wikipedia.org//wiki/Jean_Vaysse",1900-04-28,"Carmaux","Naissance	
28 avril 1900
Carmaux","Carmaux"
"https://fr.wikipedia.org//wiki/Marcel_Baillette",1904-10-12,"Perpignan (France)	","Naissance	12 octobre 1904
à Perpignan (France)	","Perpignan"
"https://fr.wikipedia.org//wiki/Yves_du_Manoir",1904-08-11,"Vaucresson (France)	","Naissance	11 août 1904
à Vaucresson (France)	","Vaucresson"
"https://fr.wikipedia.org//w/index.php?title=Jean_Marcet&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Andr%C3%A9_Maury&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Camille_Montade",1901-04-01,"Villeneuve-de-la-Raho (France)	","Naissance	1er avril 1901
à Villeneuve-de-la-Raho (France)	","Villeneuve-de-la-Raho"
